,Contractor_ID,Company/Trading Name,Phone,Mobile,Email,County,Serviced Areas,Measure,lon,lat,full_address_google,eircode,useful_address,Air to air Heat Pump check,Air to Water Heat Pump check,Cavity check,Dry-Lining Insulation check,Exhaust Air to Water Heat Pump check,External Insulation check,Ground to Water Heat Pump (Horizontal) check,Ground to Water Heat Pump (Vertical) check,Heating Controls Upgrade only check,High Efficiency Gas Boiler with Heating Controls Upgrade check,High Efficiency Oil Boiler with Heating Controls Upgrade check,Roof Insulation check,Solar Heating check,Water to Water Heat Pump check
13,14193,JD Heating & Plumbing,,872379814,johndoylehp@gmail.com,Dublin 16,"Dublin, Leinster (Excluding Dublin)","Air to Water Heat Pump, Heating Controls Upgrade only",-6.294939599999999,53.2772055,"204 Moyville, Rathfarnham, Dublin, D16 A3F4, Ireland",D16 A3F4,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
14,17324,Home Master Munster,,863407287,homemastermunster@gmail.com,Cork,"Connacht, Dublin, Munster","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Water to Water Heat Pump",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True
15,11659,Bracken Plumbing and Heating,,862731294,brackenplumbing@gmail.com,Wicklow,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.0846415,53.1478802,"Chapel Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
16,11509,James N.Earls+Sons+Daughter Ltd,12983711.0,872537921,info@jnearls.ie,Dublin 16,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.2519182,53.284124,"18 Acorn Dr, Dundrum, Dublin 16, D16 VR60, Ireland",D16 VR60,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
17,16275,Hydroflow Plumbing And Heating,,857034879,hydroflow@live.ie,Dublin 22,Dublin,"Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Water to Water Heat Pump",-6.391093199999999,53.3447813,"33 Oatfield Ave, Coldcut, Dublin 22, D22 T6H2, Ireland",D22 T6H2,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True
18,17615,John Gaffey Ltd,,866566875,johngaffeyltd@gmail.com,Westmeath,"Connacht, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-7.4653217,53.5345308,"Westmeath, Co. Westmeath, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
19,17217,STS Building Services,,851497641,alexandertsedryk@yahoo.ie,Co Dublin,Dublin,"Dry-Lining Insulation, External Insulation, Roof Insulation",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
20,14771,Mark Fitzpatrick & Son Ltd,,868301777,markfitzpatrickbuilder@gmail.com,Co Dublin,Dublin,"Dry-Lining Insulation, Roof Insulation",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
21,13935,Mark Scanlon Heating & Plumbing Ltd,,868667005,markska@live.ie,Cork,Munster,"Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-8.764363099999999,51.9884699,"Co. Cork, Ireland",,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True
22,17126,Bernard Kavanagh,18392602.0,868110174,bernardkavanagh1@gmail.com,Co Dublin,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
23,16971,Daly Gas And Plumbing,,858757220,dalyplumbingservices@gmail.com,Dublin 24,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
24,17592,Donncha Lambert Heating And Plumbing,,851211244,capoley@yahoo.com,Laois,"Connacht, Dublin, Leinster (Excluding Dublin), Munster","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True
25,11624,Derchil Limited t/a CosiHomes,18010066.0,868201322,thomas.woods@derchil.ie,Meath,"Connacht, Dublin, Leinster (Excluding Dublin), Munster, Ulster","Cavity, Dry-Lining Insulation, External Insulation, Heating Controls Upgrade only, Roof Insulation",-6.410971099999999,53.5244455,"Unit 1B, Ashbourne Business Park, Ashbourne, Co. Meath, A84 X978, Ireland",A84 X978,True,False,False,True,True,False,True,False,False,True,False,False,True,False,False
26,14190,Anthony Ryan,578623065.0,872493792,cathalryan03@hotmail.com,Laois,Leinster (Excluding Dublin),"Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-7.332300699999999,52.994295,"Laois, Co. Laois, Ireland",,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True
27,11015,Trevor Hill & Co Ltd,,868092787,info@hillplumbing.ie,Cork,Munster,"Air to Water Heat Pump, Heating Controls Upgrade only, High Efficiency Gas Boiler with Heating Controls Upgrade , High Efficiency Oil Boiler with Heating Controls Upgrade, Solar Heating",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False,False,True,False,False,False,False,False,False,True,True,True,False,True,False
28,11780,Carroll Contractors,,877991333,carrollcontractors@gmail.com,Dublin 24,"Dublin, Leinster (Excluding Dublin)",Dry-Lining Insulation,-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
29,10113,Cairealacht Chill-Bhride Teo. / KSG Construction,949546262.0,874135959,officeksgconstruction@gmail.com,Galway,Connacht,"Dry-Lining Insulation, Heating Controls Upgrade only, Roof Insulation",-9.3657509,53.54228029999999,"Rusheen West, Co. Galway, F12 YA70, Ireland",F12 YA70,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
30,11548,Donal Broderick Plumbing & Heating Ltd,,876485709,dbroderickltd@yahoo.com,Kerry,Munster,"Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-9.5668632,52.15446069999999,"Kerry, Co. Kerry, Ireland",,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
31,10508,PFN Plumbing & Heating Ltd,16246298.0,876492926,pfnplumbing@gmail.com,Kildare,"Dublin, Leinster (Excluding Dublin)","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, High Efficiency Gas Boiler with Heating Controls Upgrade , High Efficiency Oil Boiler with Heating Controls Upgrade, Water to Water Heat Pump",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False,True,True,False,False,True,False,True,True,True,True,True,False,False,True
32,13545,Patrick O Brien Plumbing and Heating,,877768289,patobrienplumbingandheating@hotmail.com,Galway,Connacht,"Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-8.4081355,53.5231383,"Ballinacor, Newbridge, Co. Galway, H53 E7F9, Ireland",H53 E7F9,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
33,17621,Gorcon Ltd,,7598171183,info@gorconltd.com,Armagh,"Connacht, Dublin, Leinster (Excluding Dublin), Munster, Ulster","Dry-Lining Insulation, Roof Insulation",-6.710978,54.3668945,"11 Ballyscandal Rd, Armagh BT61 8BL, UK",BT61 8BL,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
34,16003,Enda Mc Hugh,,877953629,mchughheatingandplumbing@outlook.com,Mayo,Connacht,"Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True
35,10442,Dunleavy Building Systems Ltd,949367908.0,872362839,dunleavybuildingsystems@outlook.ie,Mayo,Connacht,"Dry-Lining Insulation, Heating Controls Upgrade only, Roof Insulation",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
36,16935,Miral Building Contractors Ltd,,862340779,miralcontractors@gmail.com,Wicklow,Dublin,"Dry-Lining Insulation, Roof Insulation",-6.367254300000001,52.9862313,"Wicklow, Co. Wicklow, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
37,16983,Adriano Cretaro,,868824011,adrianocretaro@gmail.com,Meath,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.6564169,53.60554800000001,"Meath, Co. Meath, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
38,14913,Green Joule Heating & Plumbing,,876335349,eamonndiamond@gmail.com,Mayo,Connacht,"Air to air Heat Pump, Air to Water Heat Pump, Heating Controls Upgrade only",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
39,17120,Pro Insulation,,892220806,info@proinsulation.ie,Dublin 24,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.3617428,53.3123196,"Ballymount Cross Industrial Estate, Unit 1 Ballymount Rd Lower, Redcow, Dublin 24, D24 HK79, Ireland",D24 HK79,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
40,16996,Trinity Building Services,,868588558,trinitybuildingservicesdublin@gmail.com,Kildare,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
41,10112,Ferm Eng Ltd,749740768.0,878512884,jim@fermeng.ie,Donegal,"Connacht, Ulster","Air to air Heat Pump, Air to Water Heat Pump, Dry-Lining Insulation, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, High Efficiency Oil Boiler with Heating Controls Upgrade, Roof Insulation, Solar Heating, Water to Water Heat Pump",-8.094663299999999,54.6490568,"Ardeskin, Donegal, F94 EK5R, Ireland",F94 EK5R,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True
42,16451,Heatec Plumbing Contractors Limited,51397318.0,863917669,info@heatec.ie,Wexford,"Connacht, Dublin, Leinster (Excluding Dublin), Munster, Ulster","Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
43,16201,CBE Homes Ltd,469552898.0,872290392,info@cbehomes.ie,Kildare,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.582312,53.365393,"Maynooth Business Campus, Straffan Rd, Moneycooly, Maynooth, Co. Kildare, Ireland",,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
44,13056,Eamon Lynskey Plumbing and Heating,,868290872,lynskeyeamon@gmail.com,Galway,Connacht,"Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-8.4081355,53.5231383,"Ballinacor, Newbridge, Co. Galway, H53 E7F9, Ireland",H53 E7F9,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True
45,12670,Jobryte,909687699.0,876422114,jobryte@yahoo.ie,Galway,Connacht,"Heating Controls Upgrade only, Solar Heating",-8.8534113,53.3564509,"Galway, Co. Galway, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
46,12821,Joe Mc Loughlin Heating And Plumbing,,879380684,joe.mcloughlin26@gmail.com,Kildare,"Dublin, Leinster (Excluding Dublin)","Air to Water Heat Pump, Cavity, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, High Efficiency Gas Boiler with Heating Controls Upgrade , High Efficiency Oil Boiler with Heating Controls Upgrade, Solar Heating, Water to Water Heat Pump",-6.637265299999999,53.3425824,"Smithstown, Maynooth, Co. Kildare, Ireland",,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True
47,10030,Michael Kelleher Plumbing,214884997.0,878385255,michaelkelleher@hotmail.com,Cork,Munster,"Heating Controls Upgrade only, High Efficiency Gas Boiler with Heating Controls Upgrade , High Efficiency Oil Boiler with Heating Controls Upgrade",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False
48,13042,Terence Mc Donagh,,876747755,terencemacdonagh@gmail.com,Galway,Connacht,"Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-8.944250799999999,53.3770892,"Co. Galway, Ireland",,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
49,17557,R E Carpentry & Construction,860277772.0,860277772,ray.ebbs.re@gmail.com,Dublin 13,Leinster (Excluding Dublin),Dry-Lining Insulation,-6.3560875,53.3708081,"1, Parkmore, Peck's Ln, Castleknock, Co. Dublin, Ireland",,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50,10049,Richard Harte Building & Plastering Services Ltd,,877737990,richardhartebuildingltd@gmail.com,Waterford,Munster,"Dry-Lining Insulation, Roof Insulation",-7.110070299999999,52.2593197,"Waterford, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
51,12021,Ecoliving LTD,15242422.0,873189660,ronan@ecoliving.ie,Dublin 14,"Dublin, Leinster (Excluding Dublin)","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True
52,10101,WM Black & Sons Contracting Ltd,214362355.0,868110183,info@wmblackandsons.ie,Cork,Munster,"Heating Controls Upgrade only, Roof Insulation, Solar Heating",-8.7285446,51.994206,"Cork, Co. Cork, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
53,12334,Kieron Murphy Plumbing & Heating Ltd,14379577.0,872768007,murphykieron@ymail.com,Dublin 16,Dublin,"Heating Controls Upgrade only, Solar Heating",-6.282355099999999,53.3767625,"52 Violet Hill Park, Botanic, Dublin 11, D11 W0F4, Ireland",D11 W0F4,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
54,14207,P Corbett Construction Ltd,872429969.0,872429969,pcorbettconstruction@gmail.com,Wexford,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
55,14989,Collins Construction & Project Management Ltd.,12953030.0,872692100,warren@ccpm.ie,Co Dublin,Dublin,"Dry-Lining Insulation, Roof Insulation",-6.1957634,53.2846831,"2 Merville Rd, Stillorgan, Dublin, A94 E3F8, Ireland",A94 E3F8,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
56,10344,Barry Murphy Plumbing & Heating T/A BM Heating,17979324.0,872391395,barry@bmheating.ie,Dublin 9,Dublin,"Air to Water Heat Pump, Heating Controls Upgrade only",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
57,15063,David Coleman Renewables Ltd. T/A DC Renewables,61718634.0,870626421,david@dcrenewables.ie,Clare,"Connacht, Dublin, Leinster (Excluding Dublin), Munster","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-8.8838942,52.7021446,"146 Cluain Airne, Tullyglass, Shannon, Co. Clare, Ireland",,True,True,True,False,False,True,False,True,True,True,False,False,False,True,True
58,14351,CCP Limited,749557945.0,879355614,info@ccplimited.ie,Donegal,"Connacht, Ulster","Dry-Lining Insulation, Roof Insulation",-8.1040967,54.6548993,"County Donegal, Co. Donegal, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
59,12505,AMW Plumbing & Heating,51645145.0,868590490,amw.plumbing@gmail.com,Tipperary,Munster,"Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-7.407657700000001,52.3396992,"Carrickbeg, Carrick-On-Suir, Co. Tipperary, E32 A256, Ireland",E32 A256,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
60,15800,Michael Loughlin Plumbing And Heating,,870528028,michaelloughlin12@gmail.com,Leitrim,"Connacht, Ulster","Air to Water Heat Pump, Heating Controls Upgrade only, Solar Heating",-8.0020133,54.1246909,"Leitrim, Co. Leitrim, Ireland",,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
61,17444,Brendan Keaney,,830072245,brendank01@hotmail.com,Galway,Connacht,Heating Controls Upgrade only,-8.8534113,53.3564509,"Galway, Co. Galway, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
62,16173,SC Plumbing and Heating,,876124818,scpandh@gmail.com,Co Dublin,Dublin,"Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Heating Controls Upgrade only",-6.245529700000001,53.44808510000001,"Ridgewood, Swords, Co. Dublin, K67 FN26, Ireland",K67 FN26,True,True,True,False,False,True,False,False,False,True,False,False,False,False,False
63,17211,HDC Construction,,868314389,handmadekennels@gmail.com,Offaly,"Dublin, Leinster (Excluding Dublin)",External Insulation,-7.7122229,53.2356871,"Offaly, Co. Offaly, Ireland",,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
64,17219,Trayton Lowe Interiors,12872260.0,862432520,traytonlowe@eircom.net,Wicklow,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.367254300000001,52.9862313,"Wicklow, Co. Wicklow, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
65,17398,Thorncastle Builders Ltd T/A Warm Wrap Homes,18223167.0,868235534,warmwraphomes@gmail.com,Co Dublin,Dublin,"Dry-Lining Insulation, External Insulation, Roof Insulation",-6.310565599999999,53.3302033,"Co. Dublin, Ireland",,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
66,12359,Venture Home Heating Service,,15641582,venturehomeservice@gmail.com,Kildare,"Dublin, Leinster (Excluding Dublin)","Air to air Heat Pump, Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Water to Water Heat Pump",-6.6964232,53.2956966,"48 Meadow Ct, Clane, Co. Kildare, W91 E5D6, Ireland",W91 E5D6,True,True,True,False,False,True,False,True,True,True,False,False,False,False,True
67,13807,Neil Harrington Plumbing & Heating,214395834.0,872629466,neilharring@gmail.com,Cork,Munster,Heating Controls Upgrade only,-8.4001904,51.9399109,"1 Glenrichmond, Riverstown, Glanmire, Co. Cork, T45 XN95, Ireland",T45 XN95,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
68,16635,IMECH Mechanical,,838515489,dconroy@imech.ie,Kildare,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.819470799999999,53.2120434,"Kildare, Co. Kildare, Ireland",,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
69,16347,Barrabehy Ltd t/a Walshcon,,877605064,conorvwalsh@gmail.com,Kilkenny,"Connacht, Dublin, Leinster (Excluding Dublin), Munster","Dry-Lining Insulation, Roof Insulation",-7.2500288,52.35173899999999,"Barrabehy, Co. Kilkenny, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
70,10960,Tom Kennedy Plumbing & Heating,669155591.0,862574898,tom@tomtheplumber.ie,Kerry,Munster,"Air to Water Heat Pump, Exhaust Air to Water Heat Pump, Ground to Water Heat Pump (Horizontal), Ground to Water Heat Pump (Vertical), Heating Controls Upgrade only, Solar Heating, Water to Water Heat Pump",-10.2671818,52.1405951,"Ballinabuck, Ballydavid, Dingle, Co. Kerry, Ireland",,True,False,True,False,False,True,False,True,True,True,False,False,False,True,True
71,13968,Beechgrove Developments Ltd,949546454.0,872059642,gerardwarde@gmail.com,Mayo,"Connacht, Dublin","Dry-Lining Insulation, Roof Insulation",-9.4289369,54.0152604,"Mayo, Co. Mayo, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
72,17591,Room2build,871115980.0,871115980,room2build@gmail.com,Wexford,"Dublin, Leinster (Excluding Dublin)","Dry-Lining Insulation, Roof Insulation",-6.5839913,52.4793603,"Wexford, Co. Wexford, Ireland",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
73,16678,Collins Construction,,870610036,info@collinsconstruction.ie,Down,Dublin,"Dry-Lining Insulation, Roof Insulation",-5.715766700000001,54.32769870000001,"County Down, UK",,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
74,14514,DP Plumbing & Heating,539135308.0,851754706,derekperry26@yahoo.co.uk,Wexford,"Dublin, Leinster (Excluding Dublin)",Heating Controls Upgrade only,-6.236350100000001,52.7387314,"Hawthorn House, Ballyellen Upper, Inch, Scanna Inch, Co. Wexford, Ireland",,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
75,12108,Insulate Your Home,16154733.0,879113837,info@insulateyourhome.ie,Kildare,"Connacht, Dublin, Leinster (Excluding Dublin), Munster, Ulster","Dry-Lining Insulation, External Insulation, Roof Insulation",-6.495201,53.3690373,"298 Ryevale Lawns, Leixlip, Co. Kildare, Ireland",,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
76,10080,Ecowise Insulation Ltd,91768768.0,872606693,info@ecowise.ie,Galway,"Connacht, Dublin, Leinster (Excluding Dublin), Munster, Ulster","Cavity, Dry-Lining Insulation, Roof Insulation",-9.013201,53.2944107,"16a, Ballybane Industrial Estate, Galway, Co. Galway, Ireland",,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
